review,cleaned_review,label,sentiment,label_source,conf_score,nama desa wisata,aspects_str
"bersih, dan harga bersahabat, tidk seperti tempat wisata bali lain nya","bersih , dan harga bersahabat , tidk seperti tempat wisata bali lain nya",1,Positif,auto,0.9891840219497681,penglipuran,Kebersihan|Harga & Tiket
suasananya adem,suasananya adem,1,Positif,auto,0.99727863073349,penglipuran,Suasana
"indah sekali desanya, bahkan saat weekday pun banyak wisatawan yang berkunjung. saya pikir di desa wisata ini di sudut2nya diputarkan musik2 tradisional bali. tapi saat saya ke sana, saya tidak mendapatinya","indah sekali desanya , bahkan saat weekday pun banyak wisatawan yang berkunjung . saya pikir di desa wisata ini di sudut2nya diputarkan musik2 tradisional bali . tapi saat saya ke sana , saya tidak mendapatinya",1,Positif,auto,0.9970239996910095,penglipuran,Budaya & Tradisi
"bagus bingitz, misalkan ada bintang 10 ta kasih drh bintang 10 . . . wiiih siiip deh. bersih desanya. souvenirnya jg tdk mahal asal pintar menawarnya. klo ke bali ndak mengunjungi desa penglipuran. . rugi deh gaess. bagus buat foto², penduduknya ramah, wis mantul deh. . . .","bagus bingitz , misalkan ada bintang 10 ta kasih drh bintang 10 . wiiih siiip deh . bersih desanya . suvenirnya juga tidak mahal asal pintar menawarnya . klo ke bali ndak mengunjungi desa penglipuran . rugi deh gaes . bagus buat foto , penduduknya ramah , wis mantap deh .",1,Positif,auto,0.9983664155006409,penglipuran,Kebersihan|Pelayanan|Harga & Tiket
"desa yang menggambarkan kehidupan orang2 sekitar yg hidupnya dari perkebunan. asri, indah lokasi nya","desa yang menggambarkan kehidupan orang2 sekitar yang hidupnya dari perkebunan . asri , indah lokasi nya",1,Positif,auto,0.9972866773605347,penglipuran,Pemandangan & Alam|Suasana|Akses & Lokasi
banyak masyarakat adat yang masih terjaga,banyak masyarakat adat yang masih terjaga,1,Positif,auto,0.7332072854042053,penglipuran,Pelayanan|Budaya & Tradisi
"tempat nya bagus, barang yg di jual juga harga standar nggak mainin harga, tentu nya ramah2","tempatnya bagus , barang yang di jual juga harga standar tidak mainin harga , tentu nya ramah - ramah",1,Positif,auto,0.9978386759757996,penglipuran,Pelayanan|Harga & Tiket
desa terbersih,desa terbersih,0,Negatif,auto,0.7357169389724731,penglipuran,Kebersihan
bersih nyaman aman,bersih nyaman aman,1,Positif,auto,0.9965584874153137,penglipuran,Kebersihan|Suasana
"desa nya asri , betul2 bersih ada penyewaan baju juga , jangan lupa kalau mau sewa baju ke rumah no 53 , murah dan orang nya ramah","desa nya asri , betul2 bersih ada penyewaan baju juga , jangan lupa kalau mau sewa baju ke rumah no 53 , murah dan orangnya ramah",1,Positif,auto,0.9979198575019836,penglipuran,Kebersihan|Pelayanan|Harga & Tiket|Suasana
"harga tiket masuk desa penglipuran bagi wisatawan domestik yang ingin berkunjung yaitu dewasa rp 25. 000 per orang dan anak-anak rp 15. 000 per orang. pesona lain yang ditawarkan oleh desa penglipuran adalah sebuahfestival budaya yang disebut penglipuran village festival. acara ini biasanya diselenggarakan di akhir tahun dengan rangkaian kegiatan yang beragam, mulai dari parade pakaian adat bali, barong ngelawang, parade seni budaya, dan berbagai lomba lainnya.","harga tiket masuk desa penglipuran bagi wisatawan domestik yang ingin berkunjung yaitu dewasa rp 25 . 000 per orang dan anak - anak rp 15 . 000 per orang . pesona lain yang ditawarkan oleh desa penglipuran adalah sebuahfestival budaya yang disebut penglipuran village festival . acara ini biasanya diselenggarakan di akhir tahun dengan rangkaian kegiatan yang beragam , mulai dari parade pakaian adat bali , barong ngelawang , parade seni budaya , dan berbagai lomba lainnya .",1,Positif,auto,0.986504077911377,penglipuran,Fasilitas|Harga & Tiket|Budaya & Tradisi
betah,betah,1,Positif,auto,0.9971442818641663,penglipuran,Lainnya
desa paling bersih di dunia,desa paling bersih di dunia,1,Positif,auto,0.9874354600906372,penglipuran,Kebersihan
bagus desanya,bagus desanya,1,Positif,auto,0.994965136051178,penglipuran,Lainnya
"desa bersih, suasana nyaman penduduk ramah sekali, dengan rumah"" khas balinya","desa bersih , suasana nyaman penduduk ramah sekali , dengan rumah "" khas balinya",1,Positif,auto,0.9977774024009705,penglipuran,Kebersihan|Pelayanan|Suasana
"gak puas pada saat kesini, krn hujan deras hik hik hik. . . mau ngulang lagi, jauh bolak baliknya. .","tidak puas pada saat kesini , karena hujan deras hik hik hik . mau ngulang lagi , jauh bolak baliknya .",0,Negatif,auto,0.9915265440940857,penglipuran,Akses & Lokasi
"sesuai dengan julukannya desa terbersih didunia, , memang benar2 bersih tanpa ada sampah satupun. kesan agamis masih sangat kental disana. disediakan persewaan baju adat bali disetiap rumah penduduk lokal, banyak wisatawan lokal maupun internasional yg berfoto atau mengeksplore desa penglipuran memakai baju adat bali supaya terkesan lebih menarik.","sesuai dengan julukannya desa terbersih didunia , memang benar - benar bersih tanpa ada sampah satupun . kesan agamis masih sangat kental di sana . disediakan persewaan baju adat bali disetiap rumah penduduk lokal , banyak wisatawan lokal maupun internasional yang berfoto atau mengeksplore desa penglipuran memakai baju adat bali supaya terkesan lebih menarik .",1,Positif,auto,0.9978722333908081,penglipuran,Kebersihan|Budaya & Tradisi
"bisa dijadikan contoh untuk wilayah lain di indonesia suasana yang sejuk, bersih dan tertata dengan rapi menjadikan objek wisata favorit ketila berlibur di pulau bali","bisa dijadikan contoh untuk wilayah lain di indonesia suasana yang sejuk , bersih dan tertata dengan rapi menjadikan objek wisata favorit ketila berlibur di pulau bali",1,Positif,auto,0.9972233772277832,penglipuran,Kebersihan|Suasana
desa yg amat bersih. . udara segar masyarakatnya santun,desa yang amat bersih . udara segar masyarakatnya santun,1,Positif,auto,0.9966331124305725,penglipuran,Kebersihan|Pelayanan|Suasana
tak pernah berubah soal kebersihan ok deh,tak pernah berubah soal kebersihan ok deh,1,Positif,auto,0.9924396276473999,penglipuran,Kebersihan
desa penglipuran adalah desa yang memiliki potensi alam dan budaya yang besar untuk menjadi desa wisata. di era modern ini wisatawan mulai jenuh dengan bentuk wisata yang sifatnya modern sehingga mereka ingin kembali merasakan destinasi wisata yang asri dan memiliki keunikan budaya tersendiri. sehingga saat ini desa wisata penglipuran menjadi ramai pengunjung baik dari wisatawan lokal maupun wisatawan asing. disini wisatawan bisa membeli barang-barang kerajinan dan produk-produk khas dari desa penglipuran.,desa penglipuran adalah desa yang memiliki potensi alam dan budaya yang besar untuk menjadi desa wisata . di era modern ini wisatawan mulai jenuh dengan bentuk wisata yang sifatnya modern sehingga mereka ingin kembali merasakan destinasi wisata yang asri dan memiliki keunikan budaya tersendiri . sehingga saat ini desa wisata penglipuran menjadi ramai pengunjung baik dari wisatawan lokal maupun wisatawan asing . di sini wisatawan bisa membeli barang - barang kerajinan dan produk - produk khas dari desa penglipuran .,1,Positif,auto,0.993115246295929,penglipuran,Pemandangan & Alam|Suasana|Budaya & Tradisi
bisa di kunjungi sore hingga malam jika keterbatasan waktu,bisa dikunjungi sore hingga malam jika keterbatasan waktu,2,Netral,auto,0.7321862578392029,penglipuran,Pemandangan & Alam
"desa yang bersih, desa yang sangat asri bebas dari polusi. . tiket murah. . sukses selalu","desa yang bersih , desa yang sangat asri bebas dari polusi . tiket murah . sukses selalu",1,Positif,auto,0.9973154664039612,penglipuran,Kebersihan|Harga & Tiket|Suasana
"bagus banget, asri dan damai .","bagus banget , asri dan damai .",1,Positif,auto,0.9976703524589539,penglipuran,Suasana
bersih. gang kampung yg viral.,bersih . gang kampung yang viral .,0,Negatif,auto,0.553019106388092,penglipuran,Kebersihan
khas budaya bali ada disini. rekomended. bagus,khas budaya bali ada di sini . recommended . bagus,1,Positif,auto,0.9981978535652161,penglipuran,Budaya & Tradisi
"desa terbersih dan suasana yang sejuk, serta budaya bali yang masih sangat kuat bisa memberikan suasana yang baru untuk berlibur ke bali, dan yang mau sewa motor bisa ke @renttogobali di ig.","desa terbersih dan suasana yang sejuk , serta budaya bali yang masih sangat kuat bisa memberikan suasana yang baru untuk berlibur ke bali , dan yang mau sewa motor bisa ke @renttogobali di ig .",1,Positif,auto,0.9440861940383911,penglipuran,Kebersihan|Suasana|Akses & Lokasi|Budaya & Tradisi
sangat bersih dan asri,sangat bersih dan asri,1,Positif,auto,0.9969922304153442,penglipuran,Kebersihan|Suasana
"bersih, jgn lupa makan di di bu rum. . sayang waktu kesana sedang hujan","bersih , jangan lupa makan di di bu rum . sayang waktu ke sana sedang hujan",1,Positif,auto,0.9611716270446777,penglipuran,Kebersihan|Kuliner
"desa yg sangat indah , bersih dan tertata rapi pokoknya saya sangat suka sekali jalan-jalan di tempat ini","desa yang sangat indah , bersih dan tertata rapi pokoknya saya sangat suka sekali jalan - jalan di tempat ini",1,Positif,auto,0.9982544779777527,penglipuran,Kebersihan|Akses & Lokasi
desa adat pangalipuran sangatlah bagus dan sambutan warga lokalnya sangat ramah sekali . cocok sekali untuk tujuan wisata anda di pulau bali .,desa adat pangalipuran sangatlah bagus dan sambutan warga lokalnya sangat ramah sekali . cocok sekali untuk tujuan wisata anda di pulau bali .,1,Positif,auto,0.9982263445854187,penglipuran,Pelayanan|Budaya & Tradisi
"tempat yg sangat menarik utk dikunjungi, suasana yg tenang dan asri bersih. penduduk yg ramah dan menarik untuk dimintai keterangan, apapun yg ingin diketahui. masih banyak rumah2 penduduk yg asli khas daerah panglipuran sehingga dapat menambah wawasan pengunjung. pokoknya ga rugilah berkunjung kesini. . .","tempat yang sangat menarik untuk dikunjungi , suasana yang tenang dan asri bersih . penduduk yang ramah dan menarik untuk dimintai keterangan , apapun yang ingin diketahui . masih banyak rumah2 penduduk yang asli khas daerah panglipuran sehingga dapat menambah wawasan pengunjung . pokoknya tidak rugilah berkunjung kesini .",1,Positif,auto,0.9982612729072571,penglipuran,Kebersihan|Pelayanan|Suasana
bersih dan,bersih dan,1,Positif,auto,0.9919440746307373,penglipuran,Kebersihan
dewasa 25k 08/01/2024,dewasa 25k 08 / 01 / 2024,2,Netral,auto,0.9961995482444763,penglipuran,Lainnya
"saranku kalo mau kesana cek cuaca dulu, lebih baik kesana pas lagi musim panas dan bukan hari libur. jadi lebih nyaman jalan²nya, foto²nya, ga ke-distraksi banyak orang","saranku kalo mau ke sana cek cuaca dulu , lebih baik ke sana pas lagi musim panas dan bukan hari libur . jadi lebih nyaman jalannya , fotonya , tidak ke - distraksi banyak orang",1,Positif,auto,0.9863741397857666,penglipuran,Suasana|Akses & Lokasi
"bagus tempatnya , mungkin lebih baik datang di pagi² hari","bagus tempatnya , mungkin lebih baik datang di pagi hari",1,Positif,auto,0.9929732084274292,penglipuran,Lainnya
datang lebih pagi bagi para pemburu foto,datang lebih pagi bagi para pemburu foto,2,Netral,auto,0.9938752055168152,penglipuran,Lainnya
"jauh . yang dilihat memang desa alami, original. tapi tak sesuai dengan lamanya perjalanan ke sana","jauh . yang dilihat memang desa alami , original . tapi tak sesuai dengan lamanya perjalanan ke sana",0,Negatif,auto,0.9920740127563477,penglipuran,Pemandangan & Alam|Akses & Lokasi
"kerenlah. . bersih, rapih","kerenlah . bersih , rapi",1,Positif,auto,0.9970199465751648,penglipuran,Kebersihan
bagus tapi kalau mau lebih puas jangan di public holidays guys. . . gak dapat foto yg keceh bingit. . keramean. .,bagus tapi kalau mau lebih puas jangan di public holidays guys . tidak dapat foto yang keceh bingit . keramean .,0,Negatif,auto,0.9926826357841492,penglipuran,Lainnya
tempat yang biasa aja tidak ada yg spesial akses kesana agak curam jalannya,tempat yang biasa aja tidak ada yang spesial akses ke sana agak curam jalannya,0,Negatif,auto,0.7615202069282532,penglipuran,Akses & Lokasi
"akhirnya penasaranku terobati , panglipuran desa keren bikin adem pikiran banyak spot cantik yang bikin kangen untuk datang kembali . . . .","akhirnya penasaranku terobati , panglipuran desa keren bikin adem pikiran banyak spot cantik yang bikin kangen untuk datang kembali .",1,Positif,auto,0.9970085024833679,penglipuran,Suasana
"tempatnya bagus, untuk mengenal bangunan berbahan bambu sangat cocok jadi inspirasi.","tempatnya bagus , untuk mengenal bangunan berbahan bambu sangat cocok jadi inspirasi .",1,Positif,auto,0.9971970319747925,penglipuran,Lainnya
"desanya rapi, bersih. yg berkunjung rame bgt. . .","desanya rapi , bersih . yang berkunjung ramai banget .",1,Positif,auto,0.9971350431442261,penglipuran,Kebersihan
nice and clean village. penduduknya ramah2. di sana kami sewa baju bali untuk foto2. barang2 yang dijual penduduknya tidak terlalu mahal.,nice and clean village . penduduknya ramah - ramah . di sana kami sewa baju bali untuk foto - foto . barang2 yang dijual penduduknya tidak terlalu mahal .,1,Positif,auto,0.997967541217804,penglipuran,Pelayanan|Fasilitas|Harga & Tiket
buaguss banget,bagus banget,1,Positif,auto,0.9969387054443359,penglipuran,Lainnya
pengen kesini lagi kl pas bukan musim liburan,pengen kesini lagi kl pas bukan musim liburan,1,Positif,auto,0.9760423898696899,penglipuran,Lainnya
imdah. . . . bisa nyepeda arah sana,indah . bisa nyepeda arah sana,1,Positif,auto,0.9958394765853882,penglipuran,Lainnya
"sangat tertata rapih,","sangat tertata rapi ,",1,Positif,auto,0.9957383871078491,penglipuran,Kebersihan
"- spot foto hny rumah2 desa - biaya tiket masuk worth it - bisa foto dg baju adat bali - banyak pilihan makanan - tempat parkir tidak ada, parkir di pimggir jalan dan hrs jalan jauuuuh","- spot foto hny rumah2 desa - biaya tiket masuk worth it - bisa foto dengan baju adat bali - banyak pilihan makanan - tempat parkir tidak ada , parkir di pimggir jalan dan hrs jalan jauuuuh",1,Positif,auto,0.9946978092193604,penglipuran,Fasilitas|Harga & Tiket|Kuliner|Akses & Lokasi|Budaya & Tradisi
asik aja tp sayang hanya wisata transit,asyik aja tapi sayang hanya wisata transit,1,Positif,auto,0.628113865852356,penglipuran,Lainnya
"keren dan bersih desa wisata nya bagus banget buat foto"". . . gk nyesel dah jauh"" kesana terbayar dgn view yg keren dan bagus","keren dan bersih desa wisata nya bagus banget buat foto "" . tidak nyesel dah jauh "" ke sana terbayar dengan pemandangan yang keren dan bagus",1,Positif,auto,0.9982348680496216,penglipuran,Pemandangan & Alam|Kebersihan|Harga & Tiket|Akses & Lokasi
"bersih, kalau datang hari libur banyak turis","bersih , kalau datang hari libur banyak turis",1,Positif,auto,0.9946953654289246,penglipuran,Kebersihan
"tempat wisata yang asri, mengenal budaya bali, disetiap rumah menyediakan persewaan baju bali, jasa foto murah","tempat wisata yang asri , mengenal budaya bali , disetiap rumah menyediakan persewaan baju bali , jasa foto murah",1,Positif,auto,0.9907113909721375,penglipuran,Harga & Tiket|Suasana|Budaya & Tradisi
"village ini indah, bagus, rapi letaknya. letaknya yang meninggi, menjadikan village ini indah sekali kalau difoto. pedagang souvenir di tempatkan di kanan kiri jalanan shg tidak mengganggu keindahan village ini","village ini indah , bagus , rapi letaknya . letaknya yang meninggi , menjadikan village ini indah sekali kalau difoto . pedagang suvenir di tempatkan di kanan kiri jalanan shg tidak mengganggu keindahan village ini",1,Positif,auto,0.9983236193656921,penglipuran,Kebersihan|Fasilitas|Akses & Lokasi
"bangunan bersejarah, bentuk bangunan masih dipertahankan, atap bangunan menggunakan bambu sangat unik, ramai dengan wisatawan, dalam rumah ada penjual berbagai kerajinan khas bali. . sempat nyobain loloh cem-cem 5rb/botol dan durian panglipuran 35rb/buah. . desa wisata tetapi harganya terjangkau","bangunan bersejarah , bentuk bangunan masih dipertahankan , atap bangunan menggunakan bambu sangat unik , ramai dengan wisatawan , dalam rumah ada penjual berbagai kerajinan khas bali . sempat nyobain loloh cem - cem 5rb / botol dan durian panglipuran 35rb / buah . desa wisata tetapi harganya terjangkau",1,Positif,auto,0.9977735877037048,penglipuran,Pemandangan & Alam|Harga & Tiket|Budaya & Tradisi
"kerem, cantik, indah, bersiiiiiihhhh","keren , cantik , indah , bersiiiiiih",1,Positif,auto,0.9963610768318176,penglipuran,Lainnya
tak pernah bosan datang ke sini…,tak pernah bosan datang ke sini,1,Positif,auto,0.9959410429000854,penglipuran,Lainnya
tujuan wisata yang cocok bagi yang ingin belajar budaya bali sekaligus berbelanja produk rumahan. tetapi bagi yang kurang tertarik dengan adat mungkin jadinya hanya akan sekedar lewat.,tujuan wisata yang cocok bagi yang ingin belajar budaya bali sekaligus berbelanja produk rumahan . tetapi bagi yang kurang tertarik dengan adat mungkin jadinya hanya akan sekedar lewat .,1,Positif,auto,0.9789866805076599,penglipuran,Budaya & Tradisi
"kalau kesini harus pas sepi. kalau rame , jadinya biasa aja. .","kalau kesini harus pas sepi . kalau ramai , jadinya biasa aja .",0,Negatif,auto,0.9960840940475464,penglipuran,Lainnya
bakal balik lg kesini,bakal balik lg kesini,1,Positif,auto,0.9349130392074585,penglipuran,Lainnya
puassss saya bermalam di rumah warga di desa panglipuran baik bangett nenek kunil dan kakek nyaa kita di suguhi minuman seperti jamu yg mereka buat sendiri pokoknya puass bermalam di desa panglipuran terimakasih nenek dan kakek untuk jamuan nya selama kami disana,puas saya bermalam di rumah warga di desa panglipuran baik banget nenek kunil dan kakek nya kita di suguhi minuman seperti jamu yang mereka buat sendiri pokoknya puas bermalam di desa panglipuran terimakasih nenek dan kakek untuk jamuan nya selama kami di sana,1,Positif,auto,0.9963794350624084,penglipuran,Pemandangan & Alam|Pelayanan|Kuliner
"duriannya sih yang paling manteb, harus coba kalo kesana","duriannya sih yang paling mantap , harus coba kalo ke sana",1,Positif,auto,0.997517466545105,penglipuran,Lainnya
mntap,mntap,1,Positif,auto,0.7030255198478699,penglipuran,Lainnya
"datang kesini baiknya pas weekday aja, biar tidak terlalu ramai","datang kesini baiknya pas weekday aja , biar tidak terlalu ramai",2,Netral,auto,0.7874663472175598,penglipuran,Lainnya
"tempat nya bagus, jual baju adat bali,","tempatnya bagus , jual baju adat bali ,",1,Positif,auto,0.9965131878852844,penglipuran,Budaya & Tradisi
bersih dan terawat desanya,bersih dan terawat desanya,1,Positif,auto,0.9949659705162048,penglipuran,Kebersihan
"bagus, bersih ngga nyesel kesini","bagus , bersih ngga nyesel kesini",1,Positif,auto,0.9978725910186768,penglipuran,Kebersihan
"enak banget desa nya, kalau ke bali wajib kesini","enak banget desa nya , kalau ke bali wajib kesini",1,Positif,auto,0.9980400204658508,penglipuran,Lainnya
"tempatny bersih, ramah dan msh alami","tempatnya bersih , ramah dan msh alami",1,Positif,auto,0.9966728687286377,penglipuran,Pemandangan & Alam|Kebersihan|Pelayanan
asri nan indah,asri nan indah,1,Positif,auto,0.9958853125572205,penglipuran,Suasana
"desanya sangat bersih, udaranya sejuk, penduduknya ramah, arsitekturnya indah sekali di pura keluarga, dapur, dan pura banjar. hasil kerajinan warganya juga bagus² untuk cindra mata.","desanya sangat bersih , udaranya sejuk , penduduknya ramah , arsitekturnya indah sekali di pura keluarga , dapur , dan pura banjar . hasil kerajinan warganya juga bagus untuk cindra mata .",1,Positif,auto,0.9981415271759033,penglipuran,Kebersihan|Pelayanan|Suasana|Budaya & Tradisi
tempatnya asri dan sejuk sangat cocok untuk kita kunjungi,tempatnya asri dan sejuk sangat cocok untuk kita kunjungi,1,Positif,auto,0.997999370098114,penglipuran,Suasana
"super bersih, rapi. . . bagus banget. . .","super bersih , rapi . bagus banget .",1,Positif,auto,0.9978444576263428,penglipuran,Kebersihan
desanya keren,desanya keren,1,Positif,auto,0.9968416690826416,penglipuran,Lainnya
"sangat bersih, para petugas wisata ramah dan solutif utk membantu kesulitan tamu. .","sangat bersih , para petugas wisata ramah dan solutif untuk membantu kesulitan tamu .",1,Positif,auto,0.9965574741363525,penglipuran,Kebersihan|Pelayanan
"bagus. . . tapi kurang menikmati. karena pas datang, pengunjung sangat banyak. jalanan hampit penuh.","bagus . tapi kurang menikmati . karena pas datang , pengunjung sangat banyak . jalanan hampit penuh .",0,Negatif,auto,0.9426020979881287,penglipuran,Akses & Lokasi
"bagus sih, , cuma karena ramenya kurang dapat spot foto yg apikk","bagus sih , cuma karena ramainya kurang dapat spot foto yang apik",1,Positif,auto,0.9965368509292603,penglipuran,Fasilitas
tempat bersih. . . layak dan pantas jd desa terbersih no 3 di dunia .,tempat bersih . layak dan pantas jadi desa terbersih no 3 di dunia .,1,Positif,auto,0.9948291182518005,penglipuran,Kebersihan
tempatnya sangat bagus,tempatnya sangat bagus,1,Positif,auto,0.9974844455718994,penglipuran,Lainnya
"menarik, orang'a ramah, banyak pelajaran yg bisa kita ambil, , ,","menarik , orang ' a ramah , banyak pelajaran yang bisa kita ambil ,",1,Positif,auto,0.9913610816001892,penglipuran,Pelayanan
"ke sini waktu liburan akhir tahun, meskipun ramai tapi tidak sampai menganggu momen menikmati area desa adat penglipuran. minuman khasnya yang warna hijau dijual seharga 5. 000 dan rasanya tidak cocok di aku karena gak suka sama rasa kecut. paling cocok ke sini pas sorean sih, karena jalan cukup jauh dan bakal panas kalau siang-siang. pakai sepatu nyaman juga karena batu dijalannya juga cukup licin.","ke sini waktu liburan akhir tahun , meskipun ramai tapi tidak sampai menganggu momen menikmati area desa adat penglipuran . minuman khasnya yang warna hijau dijual seharga 5 . 000 dan rasanya tidak cocok di aku karena tidak suka sama rasa kecut . paling cocok ke sini pas sorean sih , karena jalan cukup jauh dan bakal panas kalau siang - siang . pakai sepatu nyaman juga karena batu dijalannya juga cukup licin .",1,Positif,auto,0.975883424282074,penglipuran,Harga & Tiket|Kuliner|Suasana|Akses & Lokasi|Budaya & Tradisi
suasana pedesaan yg asri dan nyaman. . . . sejuk pokonya mantap,suasana pedesaan yang asri dan nyaman . sejuk pokonya mantap,1,Positif,auto,0.9981998205184937,penglipuran,Suasana
"desanya sangat bersih, semoga menjadi contoh bagi desa di tempat lain di indonesia","desanya sangat bersih , semoga menjadi contoh bagi desa di tempat lain di indonesia",1,Positif,auto,0.9935532808303833,penglipuran,Kebersihan
tempat yang sangat bagus. . harus kesana. . bintang 5,tempat yang sangat bagus . harus ke sana . bintang 5,1,Positif,auto,0.9942571520805359,penglipuran,Lainnya
unikkk. tempatnya bersih. harga barang yg dijual lbh murah dibanding di toko. ada tempat makan mujahir nyat nyat enakkk di rumah nomer 36,unik . tempatnya bersih . harga barang yang dijual lbh murah dibanding di toko . ada tempat makan mujahir nyat nyat enak di rumah nomer 36,1,Positif,auto,0.9980358481407166,penglipuran,Kebersihan|Harga & Tiket|Kuliner
"enaknya kesini pagi pas baru buka biar puas foto-fotonya. sewa baju adat mulai 30-100ribuan. di dalam banyak yg jual souvenir juga. jajan kue klepon harganya 5, 000/pack ternyata rasanya enak banget. must try.","enaknya kesini pagi pas baru buka biar puas foto - fotonya . sewa baju adat mulai 30 - 100ribuan . di dalam banyak yang jual suvenir juga . jajan kue klepon harganya 5 , 000 / pack ternyata rasanya enak banget . must try .",1,Positif,auto,0.9979425072669983,penglipuran,Pemandangan & Alam|Harga & Tiket|Budaya & Tradisi
"bersih, ada atraksi budaya pukul 10. 30 yg melibatkan anak2. sangat bagus utk melestarikan budaya","bersih , ada atraksi budaya pukul 10 . 30 yang melibatkan anak - anak . sangat bagus untuk melestarikan budaya",1,Positif,auto,0.9969143867492676,penglipuran,Kebersihan|Budaya & Tradisi
"berkesan banget, bersih, ramah, tradisional banget, keep it. . . .","berkesan banget , bersih , ramah , tradisional banget , keep it .",1,Positif,auto,0.9966155886650085,penglipuran,Kebersihan|Pelayanan|Budaya & Tradisi
"pemandangan yang indah, dengan background foto yang unik yang menampilkan pintu masuk rumah yang seragam","pemandangan yang indah , dengan background foto yang unik yang menampilkan pintu masuk rumah yang seragam",1,Positif,auto,0.9930503368377686,penglipuran,Pemandangan & Alam
"desanya asri, , , kuliner nya juga enak. tanaman sekitar tumbuh subur. sayangnya datang pas ga hari raya galunggung/sejenisnya, jadi ga ada penjor. pdhal kalau ada penjor d tiap rumah pasti makin bagusnya. saya datang juga pas waktu liburan panjang, jadi ramai. makasih banyak","desanya asri , kuliner nya juga enak . tanaman sekitar tumbuh subur . sayangnya datang pas tidak hari raya galunggung / sejenisnya , jadi tidak ada penjor . pdhal kalau ada penjor di tiap rumah pasti makin bagusnya . saya datang juga pas waktu liburan panjang , jadi ramai . makasih banyak",1,Positif,auto,0.9980401396751404,penglipuran,Kuliner|Suasana
paling bagus drpd lainnya. . . .,paling bagus drpd lainnya .,1,Positif,auto,0.9958111047744751,penglipuran,Lainnya
mendunia,mendunia,1,Positif,auto,0.995442271232605,penglipuran,Lainnya
"wisata budaya yang menarik, lingkungan yang rapi, bersih nan asri. rekomendasi untuk dikunjungi","wisata budaya yang menarik , lingkungan yang rapi , bersih nan asri . rekomendasi untuk dikunjungi",1,Positif,auto,0.9973043203353882,penglipuran,Kebersihan|Suasana|Budaya & Tradisi
"pas kesitu lagi rame banget, dapet parkir ii yang lokasi nya agak jauh dari loket. tempat bagus asri, bisa pinjam baju adat buat foto², bisa beli souvenir atau oleh²","pas kesitu lagi ramai banget , dapet parkir i yang lokasi nya agak jauh dari loket . tempat bagus asri , bisa pinjam baju adat buat foto , bisa beli suvenir atau oleh",1,Positif,auto,0.9921127557754517,penglipuran,Fasilitas|Suasana|Akses & Lokasi|Budaya & Tradisi
"perkampungan yang asri. , dan bersih.","perkampungan yang asri , dan bersih .",1,Positif,auto,0.9962835907936096,penglipuran,Kebersihan|Suasana
destinasi wisata yg bersih dan eksotik wajib dikunjungi,destinasi wisata yang bersih dan eksotik wajib dikunjungi,1,Positif,auto,0.9962719678878784,penglipuran,Kebersihan
bagus banget,bagus banget,1,Positif,auto,0.9969387054443359,penglipuran,Lainnya
"wisata lingkungan yg bersih, penduduknya ramah. sambil melihat sekeliling desa, bisa belanja makanan sampai souvenir khas bali","wisata lingkungan yang bersih , penduduknya ramah . sambil melihat sekeliling desa , bisa belanja makanan sampai suvenir khas bali",1,Positif,auto,0.9973946809768677,penglipuran,Kebersihan|Pelayanan|Kuliner
"desa yang indah dan sangat menarik. . bagi penggemar duren, ini lumayan memuaskan. .","desa yang indah dan sangat menarik . bagi penggemar duren , ini lumayan memuaskan .",1,Positif,auto,0.9975593090057373,penglipuran,Lainnya
wisata desa adat di bali,wisata desa adat di bali,2,Netral,auto,0.6854757070541382,penglipuran,Budaya & Tradisi
