review,cleaned_review,cleaned_review_stemmed,label,sentiment,label_source,conf_score,nama desa wisata,aspects_str,aspect_sentiments_str
"bersih banget, rapih banget, warga menjual, menyediakan secara gratis, juga disewakan fasilitas untuk wisatawan.",bersih banget rapi banget warga menjual menyediakan gratis disewakan fasilitas wisatawan,bersih banget rapi banget warga jual sedia gratis sewa fasilitas wisatawan,1,Positif,mtl_only,0.9945650100708008,penglipuran,Fasilitas|Pelayanan,Positif|Positif
"bagus sekali, suasana bali banget, besih, asri dan ramah2 penduduknya. harga tiket masuk nya juga lumayan terjangkau dan ramah di kantong",bagus suasana bali banget besih asri ramah penduduknya harga tiket lumayan terjangkau ramah kantong,bagus suasana bal banget besih asri ramah duduk harga tiket lumayan jangkau ramah kantong,1,Positif,mtl_only,0.9977731108665466,penglipuran,Harga & Tiket|Suasana,Positif|Positif
sudah kedua kalinya kesini makin bagus pelayanan dan fasilitas,kalinya kesini bagus pelayanan fasilitas,kali kesini bagus layan fasilitas,1,Positif,mtl_only,0.9958005547523499,penglipuran,Pelayanan,Positif
"desanya sangat bersih. tapi jujur untuk spot foto susah sekali karena banyak orang, dan harga tiket masuknya lumayan. desanya kecil hanya 1 jalan saja, tapi boleh untuk datang for once in a lifetime.",desanya bersih jujur spot foto susah harga tiket masuknya lumayan desanya jalan for once lifetime,desa bersih jujur spot foto susah harga tiket masuk lumayan desa jalan for once lifetime,0,Negatif,mtl_only,0.5416475534439087,penglipuran,Fasilitas|Harga & Tiket,Negatif|Positif
"berkunjung ke desa penglipuran, jika anda bersama pasangan, utk wni tiket masuk sebesar rp. 52rb untuk 2 orang, di dalam kawasan desa dimasing2 rumah penduduk menjual beraneka ragam kebutuhan wisatawan, makanan minuman, dan baju kebaya utk sesi foto. terdapat tempat penitipan barang di ruang informasi tepat sebelah kanan sebelum pintu masuk, gratis tnp biaya. selamat berlibur, indahnya bali",berkunjung desa penglipuran pasangan wni tiket rp ribu kawasan desa dimasing rumah penduduk menjual beraneka ragam kebutuhan wisatawan makanan minuman baju kebaya sesi foto penitipan barang ruang informasi sebelah kanan pintu gratis biaya selamat berlibur indahnya bali,kunjung desa lipur pasang wni tiket rp ribu kawasan desa dimasing rumah duduk jual aneka ragam butuh wisatawan makan minum baju kebaya sesi foto titip barang ruang informasi belah kanan pintu gratis biaya selamat libur indah bal,2,Netral,mtl_only,0.6813145875930786,penglipuran,Harga & Tiket,Netral
"desanya emg bersih, brasa d desa ini mistis banget krn kesakralannya. toilet dsni jg bersih, bli baju dsni jauh lebih murah drpd dtmpt kita nginap di legian. gw bli baju pantai cuma 65k, sdgkn d legian 299k.",desanya bersih berasa desa mistis banget kesakralannya toilet bersih beli baju murah dtmpt nginap legian gue beli baju pantai kak legian kak,desa bersih asa desa mistis banget sakral toilet bersih beli baju murah dtmpt nginap legi gue beli baju pantai kak legi kak,1,Positif,mtl_only,0.9766088128089905,penglipuran,Kebersihan,Positif
desa yang bersih dan rapih. udaranya segar. suasananya enak untuk santai. warganya ramah. belanja di sini masih oke harganya dibanding di toko yang sudah punya nama besar.,desa bersih rapi udaranya segar suasananya santai warganya ramah belanja oke harganya dibanding toko nama,desa bersih rapi udara segar suasana santai warga ramah belanja oke harga banding toko nama,1,Positif,mtl_only,0.9974901676177979,penglipuran,Pelayanan|Suasana,Positif|Positif
tidak ada mushola disekitar area pariwisatanya,mushola disekitar area pariwisatanya,mushola sekitar area pariwisata,2,Netral,mtl_only,0.9243660569190979,penglipuran,Fasilitas,Netral
"tidak sia2 dtang dri jauh ke sini, suasana nya sangat adem ayem damai. alangkah baiknya datang lebih awal agar mendapatkan akses fto yg bagus. buat kalian yg pengen menikmati liburan kebali jngan sampai kalian lewati desa wisata penglipuran.",sia dtang suasana adem ayem damai alangkah baiknya akses foto bagus pengin menikmati liburan kebali lewati desa wisata penglipuran,sia dtang suasana adem ayem damai alangkah baik akses foto bagus pengin nikmat libur kebal lewat desa wisata lipur,1,Positif,mtl_only,0.985173761844635,penglipuran,Akses & Lokasi|Suasana,Positif|Positif
pemandangan desa terbaik deh. bersih warganya ramah babget,pemandangan desa terbaik bersih warganya ramah banget,pandang desa baik bersih warga ramah banget,1,Positif,mtl_only,0.9977743029594421,penglipuran,Pelayanan|Pemandangan & Alam,Positif|Positif
"desa panglipuran di bali adalah sebuah perpaduan yang mengesankan antara keindahan alam dan budaya bali yang kental. pengunjung sering mendapati diri mereka tersihir oleh jalan-jalan yang teratur, rumah-rumah tradisional yang terbuat dari bambu, dan kebun-kebun hijau yang dikelola dengan baik. desa ini merupakan contoh hidup dari budaya dan kebersihan masyarakat bali yang dijaga dengan baik. selain itu, para penduduk desa sangat ramah, dan wisatawan sering merasa disambut dengan hangat. itu membuat desa ini menjadi destinasi wisata budaya yang sangat menarik bagi siapa saja yang ingin merasakan sisi autentik bali yang sejuk dan damai.",desa panglipuran bali perpaduan mengesankan keindahan alam budaya bali kental pengunjung mendapati tersihir jalan jalan teratur rumah rumah tradisional terbuat bambu kebun kebun hijau dikelola desa contoh hidup budaya kebersihan masyarakat bali dijaga penduduk desa ramah wisatawan disambut hangat desa destinasi wisata budaya menarik merasakan sisi autentik bali sejuk damai,desa panglipuran bal padu kesan indah alam budaya bal kental unjung dapat sihir jalan jalan atur rumah rumah tradisional buat bambu kebun kebun hijau kelola desa contoh hidup budaya bersih masyarakat bal jaga duduk desa ramah wisatawan sambut hangat desa destinasi wisata budaya tarik rasa sisi autentik bal sejuk damai,1,Positif,mtl_only,0.9943017959594727,penglipuran,Budaya & Tradisi,Positif
"bagus, suasana adem padahal kesitu jam 12 siang.",bagus suasana adem kesitu jam siang,bagus suasana adem kesitu jam siang,1,Positif,mtl_only,0.9969942569732666,penglipuran,Suasana,Positif
"sebagaimana yang dikatakan guide, aman, tentram, ramah kepada pengunjung",guide aman tentram ramah pengunjung,guide aman tentram ramah unjung,1,Positif,mtl_only,0.9934253692626953,penglipuran,Pelayanan,Positif
"bagus tempatnya, bersih, spot foto2nya juga keren",bagus tempatnya bersih spot foto keren,bagus tempat bersih spot foto keren,1,Positif,mtl_only,0.9976416826248169,penglipuran,Fasilitas,Positif
"tempat viral yang cukup terkenal namanya desa panglipuran. suasana nya tenang, nyaman krena lingkungannya sangat bersih. disini selain spot berfoto menyediakan juga tempat jualan didalam rumah nya, harga cukup murah.",viral terkenal namanya desa panglipuran suasana tenang nyaman lingkungannya bersih spot berfoto menyediakan jualan didalam rumah harga murah,viral kenal nama desa panglipuran suasana tenang nyaman lingkung bersih spot foto sedia jual dalam rumah harga murah,1,Positif,mtl_only,0.9969754219055176,penglipuran,Harga & Tiket|Suasana,Positif|Positif
"salah satu tempat yg wajib dikunjungi kalau lagi liburan ke bali, di sini ga cuma ada rumah adat khas bali, tp setiap rumah juga jual berbagai macam kerajinan tangan khas bali yg cocok dijadikan oleh2, ada juga yg jual buah2an murah dan jamu khas bali",salah wajib dikunjungi liburan bali rumah adat khas bali rumah jual kerajinan tangan khas bali cocok dijadikan jual buah an murah jamu khas bali,salah wajib kunjung libur bal rumah adat khas bal rumah jual rajin tangan khas bal cocok jadi jual buah an murah jamu khas bal,2,Netral,mtl_only,0.9944248199462891,penglipuran,Budaya & Tradisi,Netral
"sangat bersih, budayanya terus dilestarikan, pokoknya keren",bersih budayanya dilestarikan pokoknya keren,bersih budaya lestari pokok keren,1,Positif,mtl_only,0.9972746968269348,penglipuran,Budaya & Tradisi,Positif
"senang sekali , apa lagi lagi bisa sewa baju dan makan di rumah nenek . iyaa kita menyebutnya nenek kayak nenek sendiri.",senang sewa baju makan rumah nenek iya menyebutnya nenek kayak nenek,senang sewa baju makan rumah nenek iya sebut nenek kayak nenek,1,Positif,mtl_only,0.9924391508102417,penglipuran,Kuliner,Positif
"bagus, setiap rumah berjualan makanan minuman, ada persewaan pakaian adat bali. bersih dan rapih, bahkan toilet nya juga bersih. rumah 2 khas bali, ada pura indah di setiap rumah.",bagus rumah berjualan makanan minuman persewaan pakaian adat bali bersih rapi toilet bersih rumah khas bali pura indah rumah,bagus rumah jual makan minum sewa pakai adat bal bersih rapi toilet bersih rumah khas bal pura indah rumah,1,Positif,mtl_only,0.9857925772666931,penglipuran,Budaya & Tradisi|Kebersihan,Positif|Positif
"tiket masuk 25k. parkir mobil 5k. disini paling enak datang waktu pagi ato sore. karena kalo siang panas banget ( kalo ngga mendung/ujan ) siapin topi aja ato bawa payung biar ngga kepanasan awkwk , sewa baju adat bali murmer cuma 50k , ada yang 70k ( tergantung variasi model rok nya ) . harga segitu sudah termasuk satu set ( baju, bawahan, pernak pernik kepala ( udeng/cepit ) ) btw ibuknya baikbanget dibantuin pasangin. sabar banget. dan orang-orang disini ramah-ramah. didalam juga ada yang jual baju, tas, aksesoris maupun sovenir.",tiket kak parkir mobil kak waktu pagi sore kalo siang panas banget kalo mendung ujan siapin topi bawa payung biar kepanasan awkwk sewa baju adat bali murah meriah kak kak tergantung variasi model rok harga segitu set baju bawahan pernak pernik kepala udeng cepit btw ibuknya baikbanget dibantuin pasangin sabar banget ramah ramah didalam jual baju tas aksesoris sovenir,tiket kak parkir mobil kak waktu pagi sore kalo siang panas banget kalo mendung ujan siapin topi bawa payung biar panas awkwk sewa baju adat bal murah riah kak kak gantung variasi model rok harga segitu set baju bawah pernak pernik kepala udeng cepit btw ibuknya baikbanget dibantuin pasangin sabar banget ramah ramah dalam jual baju tas aksesoris sovenir,1,Positif,mtl_only,0.9810340404510498,penglipuran,Budaya & Tradisi,Positif
sangat bersihdan penduduk yang menyewakan pakian sangatlah ramah di kasi buah buahan sama makanan gratis. minum juga gratis,bersihdan penduduk menyewakan pakian ramah kasih buah buahan makanan gratis minum gratis,bersihdan duduk sewa pakian ramah kasih buah buah makan gratis minum gratis,1,Positif,mtl_only,0.9866156578063965,penglipuran,Kuliner,Positif
desa adat yg selalu bersih dan menarik untuk didatangi.,desa adat bersih menarik didatangi,desa adat bersih tarik datang,1,Positif,mtl_only,0.9930631518363953,penglipuran,Budaya & Tradisi,Positif
"saya sampai sini siang, lebih baik kalau ke sini waktu pagi hari atau sore hari biar teduh, suasana nya tenang dan benar2 bersih, petugas nya pun juga ramah2, tiket masuk dewasa 25rb, anak2 15rb mobil 5rb, sangat menyenangkan di sini",siang waktu pagi sore biar teduh suasana tenang bersih petugas ramah tiket dewasa ribu anak ribu mobil ribu menyenangkan,siang waktu pagi sore biar teduh suasana tenang bersih tugas ramah tiket dewasa ribu anak ribu mobil ribu senang,1,Positif,mtl_only,0.9939242005348206,penglipuran,Akses & Lokasi|Pelayanan|Suasana,Positif|Positif|Positif
"desa yang sangat kental dengan adat dan budaya, dan tenang.",desa kental adat budaya tenang,desa kental adat budaya tenang,1,Positif,mtl_only,0.9683066606521606,penglipuran,Budaya & Tradisi,Positif
"bagus banget desanya, bersih & warganya pun baik ada persewaan baju adat (harga 50k - 100k tergantung jenis kain yg di pilih), ada yg jual oleh2, makanan dll nyaa",bagus banget desanya bersih warganya persewaan baju adat harga kak kak tergantung jenis kain pilih jual makanan dll,bagus banget desa bersih warga sewa baju adat harga kak kak gantung jenis kain pilih jual makan dll,1,Positif,mtl_only,0.9955549836158752,penglipuran,Budaya & Tradisi|Pelayanan,Netral|Positif
tempat asri. bagus,asri bagus,asri bagus,1,Positif,mtl_only,0.9965434670448303,penglipuran,Suasana,Positif
mohon untuk akses disabilitas di buat kan jalur khusus,akses disabilitas jalur,akses disabilitas jalur,2,Netral,mtl_only,0.9588884115219116,penglipuran,Akses & Lokasi,Netral
"desa yg indah dan tertata rapi, dg masyarakatnya yg ramah. walaupun saat berkunjung sedang ramai ramainya, tp bagi yg suka berfoto banyak skali spot foto. disana mencoba salak dan durennya, enak dan harganya terjangkau, dan teman2 lain blg belanja oleh oleh disini jg lebih murah di banding di toko toko.",desa indah tertata rapi masyarakatnya ramah berkunjung ramai ramainya suka berfoto spot foto disana mencoba salak durennya harganya terjangkau teman bilang belanja murah banding toko toko,desa indah tata rapi masyarakat ramah kunjung ramai ramai suka foto spot foto sana coba salak duren harga jangkau teman bilang belanja murah banding toko toko,1,Positif,mtl_only,0.9977999329566956,penglipuran,Harga & Tiket|Pelayanan,Positif|Positif
"desa terbersih, suasana nyaman.",desa terbersih suasana nyaman,desa bersih suasana nyaman,1,Positif,mtl_only,0.987307608127594,penglipuran,Suasana,Positif
suasana sekitar desa ini memang bersih,suasana desa bersih,suasana desa bersih,1,Positif,mtl_only,0.9956751465797424,penglipuran,Suasana,Positif
pemandangan pedesaan yg nyaman,pemandangan pedesaan nyaman,pandang desa nyaman,1,Positif,mtl_only,0.9965845346450806,penglipuran,Pemandangan & Alam,Positif
"desanya bersih, bisa sewa baju traditional, tiket masuknya juga murah, tapi kalau lagi rame pengunjung fotonya harus gantian antri, kemaren pas kesana hutan bambunya lagibdi tebangin jadi cuma foto foto di rumah warga dan depan pure",desanya bersih sewa baju traditional tiket masuknya murah rame pengunjung fotonya gantian antri kemarin pas kesana hutan bambunya lagibdi tebangin foto foto rumah warga pure,desa bersih sewa baju traditional tiket masuk murah rame unjung foto ganti antri kemarin pas kesana hutan bambu lagibdi tebangin foto foto rumah warga pure,1,Positif,mtl_only,0.9878820180892944,penglipuran,Harga & Tiket,Positif
"aksesnya mudah, kalau ke sini sekalian ke kintamani karena dekat",aksesnya mudah kintamani,akses mudah kintamani,1,Positif,mtl_only,0.9893820285797119,penglipuran,Akses & Lokasi,Positif
desa wisata yg terkenal dengan kebersihannya.,desa wisata terkenal kebersihannya,desa wisata kenal bersih,1,Positif,mtl_only,0.9952982068061829,penglipuran,Kebersihan,Positif
"desa wisata yg bersih, cocok untuk dicontoh hehe, toilet juga sangat bersih, area parkir cukup rame kalau akhir pekan. .",desa wisata bersih cocok dicontoh hehe toilet bersih area parkir rame pekan,desa wisata bersih cocok contoh hehe toilet bersih area parkir rame pekan,1,Positif,mtl_only,0.9956990480422974,penglipuran,Fasilitas|Kebersihan,Netral|Positif
suka sama wisata disini warga nya ramah terutama untuk nomor 22a yang baik sekali untuk meminjamkan wc nya terimakasih desa panglipuran keren masakannya enak,suka wisata warga ramah nomor meminjamkan wc terimakasih desa panglipuran keren masakannya,suka wisata warga ramah nomor pinjam wc terimakasih desa panglipuran keren masakan,1,Positif,mtl_only,0.9972924590110779,penglipuran,Pelayanan,Positif
"tiket masuk wni 25 k, untuk wna 50 k. tempat parkir luas. secara keseluruhan tempatnya bersih, namun masih ada saja pengunjung yg membuang sampah tidak pada tempatnya.",tiket wni kak wna kak parkir luas tempatnya bersih pengunjung membuang sampah tempatnya,tiket wni kak wna kak parkir luas tempat bersih unjung buang sampah tempat,1,Positif,mtl_only,0.67445969581604,penglipuran,Fasilitas,Positif
"akhirnya bisa sampai d salah satu desa terbersih d dunia. bersih dan asri dengan budaya yg begitu kental dan masyarakat nya yg ramah bikin betah . . sayangnya kami k sini bkn d hari besar umat hindu. . jadi tidak ada penjor"" cantik yang menghiasi. btw kalau k bali saya pasti ke sini lagi. .",salah desa terbersih dunia bersih asri budaya kental masyarakat ramah bikin betah sayangnya kak umat hindu penjor cantik menghiasi btw kak bali,salah desa bersih dunia bersih asri budaya kental masyarakat ramah bikin betah sayang kak umat hindu penjor cantik hias btw kak bal,1,Positif,mtl_only,0.9958655834197998,penglipuran,Budaya & Tradisi|Pelayanan,Positif|Positif
desa atau kampung wisata yg menyuguhkan suasana adat dan spot foto yg menarik,desa kampung wisata menyuguhkan suasana adat spot foto menarik,desa kampung wisata suguh suasana adat spot foto tarik,1,Positif,mtl_only,0.9632444381713867,penglipuran,Fasilitas,Positif
tempatnya bagus sekali . ini akan menjadi pengalaman yg asyik sekali,tempatnya bagus pengalaman asyik,tempat bagus alam asyik,1,Positif,mtl_only,0.9976307153701782,penglipuran,Pemandangan & Alam,Positif
"untuk yg ke bali, wajib dikunjungi, satu kampung dengan penataan yg rapi, dan spot foto yg bagus",bali wajib dikunjungi kampung penataan rapi spot foto bagus,bal wajib kunjung kampung tata rapi spot foto bagus,1,Positif,mtl_only,0.9965069890022278,penglipuran,Fasilitas,Positif
desa yang sangat bersih dan bagus untuk fto2. untuk sekali masuk membayar 25. 000 per orang (lokal) per oktober 2023 dan biaya parkir mobil 5. 000 sebaikny dtg di pagi hari ketika masih sepi,desa bersih bagus foto membayar lokal oktober biaya parkir mobil sebaikny pagi sepi,desa bersih bagus foto bayar lokal oktober biaya parkir mobil sebaikny pagi sepi,2,Netral,mtl_only,0.8013249039649963,penglipuran,Fasilitas,Netral
"desa adat terbersih di indonesia. di setiap rumah ada yang jual makanan khas panglipuran spt durian, manggis dsb untuk durianya enak banget, manis legit tebal dahgingnya. dan muraaaaah ada juga olahan gurame nyatnyat juga. bisa sewa baju adat bali juga.",desa adat terbersih indonesia rumah jual makanan khas panglipuran durian manggis dsb durianya banget manis legit tebal dahgingnya murah olahan gurame nyatnyat sewa baju adat bali,desa adat bersih indonesia rumah jual makan khas panglipuran durian manggis dsb durianya banget manis legit tebal dahgingnya murah olah gurame nyatnyat sewa baju adat bal,1,Positif,mtl_only,0.9963484406471252,penglipuran,Budaya & Tradisi,Positif
"desa adat yg telah terbentuk kebudayaannya selama puluhan tahun, dikemas dan dikreasikan dg konsep kepariwisataan. harga tiket 25k/orang untuk wisdom, 50k/orang untuk wisman.",desa adat terbentuk kebudayaannya puluhan tahun dikemas dikreasikan konsep kepariwisataan harga tiket kak wisdom kak wisman,desa adat bentuk budaya puluh tahun kemas kreasi konsep pariwisata harga tiket kak wisdom kak wisman,2,Netral,mtl_only,0.617551863193512,penglipuran,Budaya & Tradisi,Netral
desa nya unik dan masih terjaga rapi adat dan budayanya,desa unik terjaga rapi adat budayanya,desa unik jaga rapi adat budaya,1,Positif,mtl_only,0.9932253956794739,penglipuran,Budaya & Tradisi,Positif
"desa yang sangat bersih dan juga ramah, serta view yang sangat amat menyejukan. memakan durian dan minum minuman yang sangat khas, yaitu loloh cemcem",desa bersih ramah view menyejukan memakan durian minum minuman khas loloh cemcem,desa bersih ramah view sejuk makan durian minum minum khas loloh cemcem,1,Positif,mtl_only,0.9961411356925964,penglipuran,Pemandangan & Alam,Positif
"mungkin krn mmg musim kemarau jadinya gak hijau dan rindang saat seperti dulu, , , warga setempat baiknya lebih sering menyiram. biar ttp segar . .",musim kemarau hijau rindang warga baiknya menyiram biar segar,musim kemarau hijau rindang warga baik siram biar segar,1,Positif,mtl_only,0.5509154200553894,penglipuran,Pelayanan,Positif
"suasana desa yang asri, dan hutan bambunya sangat baik",suasana desa asri hutan bambunya,suasana desa asri hutan bambu,1,Positif,mtl_only,0.9950672388076782,penglipuran,Suasana,Positif
"sangat amat bersihh dan sangat sejuk , oleh""nya terjangkau sekali harganya pokoknya the best dehhh",bersihh sejuk terjangkau harganya pokoknya the best,bersihh sejuk jangkau harga pokok the best,1,Positif,mtl_only,0.997958779335022,penglipuran,Harga & Tiket,Positif
"keren yaa. bersih dan cantik desanya. bisa foto dg view desa khas bali yang otentik. oya, utk pengunjung cwe cwo , mau foto pakai bajubali, bisa sewa disana. per baju lengkap, sewa 50 ribu.",keren bersih cantik desanya foto view desa khas bali otentik oya pengunjung cewek cowok foto pakai bajubali sewa disana baju lengkap sewa ribu,keren bersih cantik desa foto view desa khas bal otentik oya unjung cewek cowok foto pakai bajubali sewa sana baju lengkap sewa ribu,1,Positif,mtl_only,0.9906349778175354,penglipuran,Pemandangan & Alam,Positif
"desa wisata yang cantik, bersih, teratur, unik, dan penduduknya sangat ramah dan sopan. . . . luar biasa. . . , suasananya tenang dan damai. . . rumah rumah tersebut disewakan juga loh, semoga tetap terus terjaga kelestariiannya banyak sekali turis mancanegara yang datang kesini mengingat bentuk nya yang unik dan cantik . . . . .",desa wisata cantik bersih teratur unik penduduknya ramah sopan suasananya tenang damai rumah rumah disewakan semoga terjaga kelestariiannya turis mancanegara kesini bentuk unik cantik,desa wisata cantik bersih atur unik duduk ramah sopan suasana tenang damai rumah rumah sewa moga jaga kelestariiannya turis mancanegara kesini bentuk unik cantik,1,Positif,mtl_only,0.9970209002494812,penglipuran,Suasana,Positif
mendukung untuk pelestarian di segala hal. . .,mendukung pelestarian,dukung lestari,1,Positif,mtl_only,0.9671046733856201,penglipuran,Budaya & Tradisi,Positif
desa bersih ga lihat ada sampah di desa ini. harga bisa ditawar,desa bersih sampah desa harga ditawar,desa bersih sampah desa harga tawar,2,Netral,mtl_only,0.6797400712966919,penglipuran,Kebersihan,Netral
"tempat desa wisata yang cukup terkenal di bali. . tempat nyaman, bersih, di beberapa rumah warga ada penyewaan baju bali seharga 50rb, tiket masuk 25rb . . di dalam desa juga banyak yang menjual oleh² dan warung makanan dan minuman jika kita lelah berjalan - jalan",desa wisata terkenal bali nyaman bersih rumah warga penyewaan baju bali seharga ribu tiket ribu desa menjual warung makanan minuman lelah berjalan jalan,desa wisata kenal bal nyaman bersih rumah warga sewa baju bal harga ribu tiket ribu desa jual warung makan minum lelah jalan jalan,2,Netral,mtl_only,0.8826563358306885,penglipuran,Harga & Tiket,Netral
"rekomen datang pagi banget subuh si kalau bisa , biar sunrisenya dapet cantik banget",rekomen pagi banget subuh biar sunrisenya cantik banget,rekomen pagi banget subuh biar sunrisenya cantik banget,1,Positif,mtl_only,0.9960556030273438,penglipuran,Pemandangan & Alam,Positif
"desa asri bali dengan nuansa budaya yang sangat kental, pemandangan cantik, warga ramah, banyak spot foto, bersih, nyaman dan tenang. wajib berkunjung kesini pas liburan di bali.",desa asri bali nuansa budaya kental pemandangan cantik warga ramah spot foto bersih nyaman tenang wajib berkunjung kesini pas liburan bali,desa asri bal nuansa budaya kental pandang cantik warga ramah spot foto bersih nyaman tenang wajib kunjung kesini pas libur bal,1,Positif,mtl_only,0.9972108006477356,penglipuran,Budaya & Tradisi|Fasilitas|Pelayanan|Pemandangan & Alam,Positif|Positif|Positif|Positif
"sebenarnya tidak terlalu memukau, tp sekali lagi, ini bali semua bisa terjadi menarik ketika langsung bertemu dengan masyarakatnya yg kental akan adat dan budaya",memukau bali menarik bertemu masyarakatnya kental adat budaya,pukau bal tarik temu masyarakat kental adat budaya,1,Positif,mtl_only,0.9915516376495361,penglipuran,Budaya & Tradisi|Pelayanan,Positif|Positif
"lingkungan yg tertata rapi, tersedia souvenir, minuman dan aneka jajanan khas panglipuran di hampir setiap rumah penduduk.",lingkungan tertata rapi tersedia souvenir minuman aneka jajanan khas panglipuran rumah penduduk,lingkung tata rapi sedia souvenir minum aneka jajan khas panglipuran rumah duduk,1,Positif,mtl_only,0.9639750123023987,penglipuran,Kuliner,Positif
"tempat yang sangat menarik, , pokoknya luar biasa, , deretan rumah masyarakat bali, , yg tersusun rapi dan sangat bersih. selain itu, , ada tempat sewa baju bali, , jadi kamu bisa jdi gadis atau pria bali untuk beberapa jam. jangan lupa ambil foto yang banyak. selain itu beberapa rumah warga juga menjual makanan dan minuman bahkan beberapa souvenir. ingat jangan sampai membuang sampah sembarangan, , karena sudah banyak tempat sampah yang disediakan.",menarik pokoknya deretan rumah masyarakat bali tersusun rapi bersih sewa baju bali gadis pria bali jam lupa ambil foto rumah warga menjual makanan minuman souvenir membuang sampah sembarangan sampah disediakan,tarik pokok deret rumah masyarakat bal susun rapi bersih sewa baju bal gadis pria bal jam lupa ambil foto rumah warga jual makan minum souvenir buang sampah sembarang sampah sedia,0,Negatif,mtl_only,0.9607284069061279,penglipuran,Kebersihan|Pelayanan,Negatif|Positif
bersih sangat sakral warga ramah ramah,bersih sakral warga ramah ramah,bersih sakral warga ramah ramah,1,Positif,mtl_only,0.9965348243713379,penglipuran,Pelayanan,Positif
di parkiran aja antar tamu,parkiran tamu,parkir tamu,2,Netral,mtl_only,0.6566364169120789,penglipuran,Fasilitas,Netral
"desanya bersih sekali, , warganya ramah, adatnya kental dan bersahaja",desanya bersih warganya ramah adatnya kental bersahaja,desa bersih warga ramah adat kental sahaja,1,Positif,mtl_only,0.9959936141967773,penglipuran,Budaya & Tradisi|Pelayanan,Positif|Positif
pemandangan desa yg asri dan bersih,pemandangan desa asri bersih,pandang desa asri bersih,1,Positif,mtl_only,0.9970502853393555,penglipuran,Pemandangan & Alam,Positif
"butuh waktu kurang lebih 1 jam dari kota denpasar menuju desa ini. desa adat yg masih otentik keasliannya, arsitektur yg sangat menawan, dan sangat terawat. juga taman2nya indah sekali. warganya pun ramah. sangat pantas dijadikan desa wisata. kata tour guide saya, ini adalah desa terbersih di bali. dan memang benar ternyata, saya jg melihat sampah2 dipilah2 oleh warganya. ada yg khas dari desa ini, kudapan berupa klepon yg berbeda dgn klepon di jawa. lalu minuman tradisional bernama cemcem. juga buah duriannya yg khas. disini juga disediakan baju adat bali bagi yg ingin foto2 dgn kostum adat bali. bila kesini siapkan topi karena memang cukup panas klo siang2.",butuh waktu jam kota denpasar desa desa adat otentik keasliannya arsitektur menawan terawat taman indah warganya ramah dijadikan desa wisata tour guide desa terbersih bali sampah dipilah warganya khas desa kudapan klepon berbeda klepon jawa minuman tradisional bernama cemcem buah duriannya khas disediakan baju adat bali foto kostum adat bali kesini siapkan topi panas kalo siang,butuh waktu jam kota denpasar desa desa adat otentik asli arsitektur tawan awat taman indah warga ramah jadi desa wisata tour guide desa bersih bal sampah pilah warga khas desa kudap klepon beda klepon jawa minum tradisional nama cemcem buah durian khas sedia baju adat bal foto kostum adat bal kesini siap topi panas kalo siang,1,Positif,mtl_only,0.9706608057022095,penglipuran,Pelayanan|Pemandangan & Alam,Positif|Positif
benar² bersih dan tertib warga nya. . . g saling serobot rezeki. . . mantul bersih dan ketertiban nya,bersih tertib warga serobot rezeki mantul bersih ketertiban,bersih tertib warga serobot rezeki mantul bersih tertib,0,Negatif,mtl_only,0.7961919903755188,penglipuran,Pelayanan,Negatif
"menyenangkan, makan salak gula pasir sangat lezat. masyarakat ramah . . . bersih . . .",menyenangkan makan salak gula pasir lezat masyarakat ramah bersih,senang makan salak gula pasir lezat masyarakat ramah bersih,1,Positif,mtl_only,0.9967783093452454,penglipuran,Pelayanan,Positif
"seru bamget, sewa kebaya bali sepaket 50 ribu, buat poto, penduduk nya ramah, linglungan asri, bagus banget bikin betah. . .",seru bamget sewa kebaya bali sepaket ribu poto penduduk ramah linglungan asri bagus banget bikin betah,seru bamget sewa kebaya bal paket ribu poto duduk ramah linglung asri bagus banget bikin betah,1,Positif,mtl_only,0.997541069984436,penglipuran,Suasana,Positif
"lenih baik sampai lokasi pagi, agar dapat view lbh baik, lbh sejuk & blm ramai pengunjung.",lenih lokasi pagi view sejuk ramai pengunjung,lenih lokasi pagi view sejuk ramai unjung,1,Positif,mtl_only,0.9957407712936401,penglipuran,Akses & Lokasi|Pemandangan & Alam,Netral|Positif
"tiket masuk 25k/orang untuk lokal, 50k/orang asing. sewa baju di no 53 harganya 50k/orang + dibantuin foto dan video",tiket kak lokal kak asing sewa baju no harganya kak dibantuin foto video,tiket kak lokal kak asing sewa baju no harga kak dibantuin foto video,2,Netral,mtl_only,0.9947822690010071,penglipuran,Harga & Tiket,Netral
"kental akan suasana kebudayaan adat hindu di bali, sangat asri,",kental suasana kebudayaan adat hindu bali asri,kental suasana budaya adat hindu bal asri,1,Positif,mtl_only,0.9918457865715027,penglipuran,Suasana,Positif
suasana menyenangkan kota yg dikelilingi pantai. . .,suasana menyenangkan kota dikelilingi pantai,suasana senang kota keliling pantai,1,Positif,mtl_only,0.9966936111450195,penglipuran,Suasana,Positif
"tempat nya bagus, keren. wisata yang luar biasa. buat spot foto cantik banget. ngga sia² berkunjung ke wisata desa penglipuran.",bagus keren wisata spot foto cantik banget sia berkunjung wisata desa penglipuran,bagus keren wisata spot foto cantik banget sia kunjung wisata desa lipur,1,Positif,mtl_only,0.9967478513717651,penglipuran,Fasilitas,Positif
